date,open,high,low,close,volume,oi
2026-02-18T00:00:00+05:30,25752,25844.8,25660,25827.8,3778190,0
2026-02-19T00:00:00+05:30,25848.8,25877,25402.4,25446,6179940,0
2026-02-20T00:00:00+05:30,25415.1,25688,25389.7,25584.7,6905405,0
2026-02-23T00:00:00+05:30,25686,25779.9,25593.3,25705.2,8002605,0
2026-02-24T00:00:00+05:30,25616.3,25640.4,25341,25421.7,5743855,0
2026-02-25T00:00:00+05:30,25655,25817.8,25571.2,25628.8,5763030,0
2026-02-26T00:00:00+05:30,25680,25725,25538,25635.8,3905720,0
2026-02-27T00:00:00+05:30,25570,25580,25286.1,25338.6,5977920,0
2026-03-02T00:00:00+05:30,25100,25151,24743.4,24982.2,9156615,0
2026-03-04T00:00:00+05:30,24450,24700,24427,24584.7,10549695,0
2026-03-05T00:00:00+05:30,24659,24970.5,24625,24854.3,7632625,0
2026-03-06T00:00:00+05:30,24689.9,24777,24500,24545.7,5861830,0
2026-03-09T00:00:00+05:30,23845,24204.7,23804,24122.5,11435840,0
2026-03-10T00:00:00+05:30,24286.6,24419.6,24158.9,24393.6,7045025,0
2026-03-11T00:00:00+05:30,24339,24375,23912,23939.1,7955350,0
2026-03-12T00:00:00+05:30,23720,23925,23640,23728.5,8812115,0
2026-03-13T00:00:00+05:30,23499,23570.1,23155.1,23199.3,11655605,0
2026-03-16T00:00:00+05:30,23235.1,23534.1,23025,23429.2,11270870,0
2026-03-17T00:00:00+05:30,23520,23670,23372.6,23617.4,7557355,0
2026-03-18T00:00:00+05:30,23662.1,23875.7,23648.8,23776.4,6840015,0
2026-03-19T00:00:00+05:30,23340,23391.4,22940.2,23054.8,9348170,0
2026-03-20T00:00:00+05:30,23180,23378,23069.1,23140.5,8900580,0
2026-03-23T00:00:00+05:30,22821,22839.9,22471,22514.9,8772270,0
2026-03-24T00:00:00+05:30,22840,23061,22617,22928.4,10856755,0
2026-03-25T00:00:00+05:30,23075,23460.5,23064,23300,9284145,0
2026-03-27T00:00:00+05:30,23160,23168.5,22794.9,22816.6,10742420,0
2026-03-30T00:00:00+05:30,22609.5,22709.9,22285.8,22318.4,7831460,0
2026-04-01T00:00:00+05:30,22850,23035,22732,22800.1,8795540,0
2026-04-02T00:00:00+05:30,22451,22824,22276.7,22766.6,8772075,0
2026-04-06T00:00:00+05:30,22749.9,23089,22627,23057,7712900,0
2026-04-07T00:00:00+05:30,22875,23184.4,22806,23151.1,7273500,0
2026-04-08T00:00:00+05:30,23850.1,24090,23830,24057.8,8003840,0
2026-04-09T00:00:00+05:30,23960,24029.5,23750,23861.3,5737680,0
2026-04-10T00:00:00+05:30,23930.9,24120,23914.1,24101,5383040,0
2026-04-13T00:00:00+05:30,23748,23935,23625,23858.7,5446480,0
2026-04-15T00:00:00+05:30,24200.1,24315.5,24180,24237.7,4232540,0
2026-04-16T00:00:00+05:30,24342,24390,24114,24195.8,4463940,0
2026-04-17T00:00:00+05:30,24172,24394,24098.8,24368,3358875,0
2026-04-20T00:00:00+05:30,24419,24490,24260.4,24331.8,4426825,0
2026-04-21T00:00:00+05:30,24370,24604,24350,24584.5,3607240,0
2026-04-22T00:00:00+05:30,24451.6,24497,24325,24381.2,3292445,0
2026-04-23T00:00:00+05:30,24160,24288,24125,24163,5105165,0
2026-04-24T00:00:00+05:30,24192,24238.9,23834.7,23922.8,5646095,0
